"id" "species" "tot_photo" "nederNaam" "group" "family"
"946" "Elachista albifrontella" "0" "witkopgrasmineermot" "micro" "Elachistidae"
"947" "Elachista alpinella" "0" "alpenzeggemineermot" "micro" "Elachistidae"
"948" "Elachista apicipunctella" "0" "zilverpuntgrasmineermot" "micro" "Elachistidae"
"949" "Elachista argentella" "0" "witte grasmineermot" "micro" "Elachistidae"
"950" "Elachista arnoldi" "0" "gelijnde zeggemineermot" "micro" "Elachistidae"
"951" "Elachista atricomella" "0" "grote grasmineermot" "micro" "Elachistidae"
"952" "Elachista biatomella" "0" "duinzeggemineermot" "micro" "Elachistidae"
"953" "Elachista bifasciella" "0" "tweebandgrasmineermot" "micro" "Elachistidae"
"954" "Elachista bisulcella" "0" "duinrietmineermot" "micro" "Elachistidae"
"955" "Elachista canapennella" "0" "zilveren grasmineermot" "micro" "Elachistidae"
"956" "Elachista chrysodesmella" "0" "gevinde kortsteelmineermot" "micro" "Elachistidae"
"957" "Elachista consortella" "0" "kustgrasmineermot" "micro" "Elachistidae"
"958" "Elachista dispilella" "0" "schapengrasmineermot" "micro" "Elachistidae"
"959" "Elachista distigmatella" "0" "Elachista distigmatella" "micro" "Elachistidae"
"960" "Elachista eleochariella" "0" "waterbiesmineermot" "micro" "Elachistidae"
"961" "Elachista exactella" "0" "bochtige-smelemineermot" "micro" "Elachistidae"
"962" "Elachista freyerella" "0" "kleine grasmineermot" "micro" "Elachistidae"
"963" "Elachista gangabella" "0" "boskortsteelmineermot" "micro" "Elachistidae"
"964" "Elachista geminatella" "0" "veldbiesmineermot" "micro" "Elachistidae"
"965" "Elachista gleichenella" "0" "zeggemineermot" "micro" "Elachistidae"
"966" "Elachista humilis" "0" "grijze grasmineermot" "micro" "Elachistidae"
"967" "Elachista kilmunella" "0" "wollegrasmineermot" "micro" "Elachistidae"
"968" "Elachista lastrella" "0" "loodkleurige grasmineermot" "micro" "Elachistidae"
"969" "Elachista luticomella" "0" "geelkopgrasmineermot" "micro" "Elachistidae"
"970" "Elachista maculicerusella" "0" "grijsgevlekte grasmineermot" "micro" "Elachistidae"
"971" "Elachista metella" "0" "gierstgrasmineermot" "micro" "Elachistidae"
"972" "Elachista nobilella" "0" "prachtgrasmineermot" "micro" "Elachistidae"
"973" "Elachista orstadii" "0" "grauwe grasmineermot" "micro" "Elachistidae"
"974" "Elachista poae" "0" "liesgrasmineermot" "micro" "Elachistidae"
"975" "Elachista pollinariella" "0" "gepuncteerde grasmineermot" "micro" "Elachistidae"
"976" "Elachista pomerana" "0" "haakbandgrasmineermot" "micro" "Elachistidae"
"977" "Elachista pullicomella" "0" "donkere grasmineermot" "micro" "Elachistidae"
"978" "Elachista rufocinerea" "0" "rossige grasmineermot" "micro" "Elachistidae"
"979" "Elachista scirpi" "0" "heenmineermot" "micro" "Elachistidae"
"980" "Elachista serricornis" "0" "gezaagde zeggemineermot" "micro" "Elachistidae"
"981" "Elachista stabilella" "0" "schorrengrasmineermot" "micro" "Elachistidae"
"982" "Elachista subalbidella" "0" "pijpestrootjesmineermot" "micro" "Elachistidae"
"983" "Elachista subnigrella" "0" "kalkgraslandmineermot" "micro" "Elachistidae"
"984" "Elachista subocellea" "0" "geelbandgrasmineermot" "micro" "Elachistidae"
"985" "Elachista utonella" "0" "gevlekte zeggemineermot" "micro" "Elachistidae"
"986" "Elaphria venustula" "419" "gemarmerd heide-uiltje" "macro" "Noctuidae"
"987" "Electrophaes corylata" "529" "kleine wortelhoutspanner" "macro" "Geometridae"
"988" "Elegia similella" "0" "armbandmot" "micro" "Pyralidae"
"989" "Elophila nymphaeata" "0" "waterleliemot" "micro" "Crambidae"
"990" "Elophila rivulalis" "0" "melkwitte waterleliemot" "micro" "Crambidae"
"991" "Ematurga atomaria" "692" "gewone heispanner" "macro" "Geometridae"
"992" "Emmelina monodactyla" "0" "windevedermot" "micro" "Pterophoridae"
"993" "Enargia paleacea" "155" "gele uil" "macro" "Noctuidae"
"994" "Enarmonia formosana" "0" "schorsboorder" "micro" "Tortricidae"
"995" "Endothenia ericetana" "0" "andoornkuifbladroller" "micro" "Tortricidae"
"996" "Endothenia gentianaeana" "0" "kaardebolbladroller" "micro" "Tortricidae"
"997" "Endothenia marginana" "0" "scherpe kuifbladroller" "micro" "Tortricidae"
"998" "Endothenia nigricostana" "0" "donkere kuifbladroller" "micro" "Tortricidae"
"999" "Endothenia oblongana" "0" "kust-kuifbladroller" "micro" "Tortricidae"
"1000" "Endothenia pullana" "0" "moeraskuifbladroller" "micro" "Tortricidae"
"1001" "Endothenia quadrimaculana" "0" "paardenkopbladroller" "micro" "Tortricidae"
"1002" "Endothenia ustulana" "0" "zenegroenbladroller" "micro" "Tortricidae"
"1003" "Endotricha flammealis" "0" "strooiselmot" "micro" "Pyralidae"
"1004" "Endromis versicolora" "299" "gevlamde vlinder" "macro" "Endromidae"
"1005" "Endrosis sarcitrella" "0" "witkopmot" "micro" "Oecophoridae"
"1006" "Ennomos alniaria" "843" "geelschouderspanner" "macro" "Geometridae"
"1007" "Ennomos autumnaria" "397" "iepentakvlinder" "macro" "Geometridae"
"1008" "Ennomos erosaria" "906" "gehakkelde spanner" "macro" "Geometridae"
"1009" "Ennomos fuscantaria" "313" "essenspanner" "macro" "Geometridae"
"1010" "Ennomos quercinaria" "291" "geelblad" "macro" "Geometridae"
"1011" "Epagoge grotiana" "0" "schemerbladroller" "micro" "Tortricidae"
"1012" "Epermenia aequidentellus" "0" "langgerekte borstelmot" "micro" "Epermeniidae"
"1013" "Epermenia chaerophyllella" "0" "mineerborstelmot" "micro" "Epermeniidae"
"1014" "Epermenia falciformis" "0" "oranje borstelmot" "micro" "Epermeniidae"
"1015" "Epermenia illigerella" "0" "zandkleurige borstelmot" "micro" "Epermeniidae"
"1016" "Ephestia elutella" "0" "cacaomot" "micro" "Pyralidae"
"1017" "Ephestia kuehniella" "0" "grauwe meelmot" "micro" "Pyralidae"
"1018" "Ephestia unicolorella" "0" "sobere restjesmot" "micro" "Pyralidae"
"1019" "Epiblema cirsiana" "0" "zuidelijke distelzadelmot" "micro" "Tortricidae"
"1020" "Epiblema cnicicolana" "0" "heelblaadjeszadelmot" "micro" "Tortricidae"
"1021" "Epiblema costipunctana" "0" "kruiskruidzadelmot" "micro" "Tortricidae"
"1022" "Epiblema foenella" "0" "hoefijzermot" "micro" "Tortricidae"
"1023" "Epiblema grandaevana" "0" "grote zadelmot" "micro" "Tortricidae"
"1024" "Epiblema graphana" "0" "duizendbladzadelmot" "micro" "Tortricidae"
"1025" "Epiblema hepaticana" "0" "gemarmerde kruiskruidzadelmot" "micro" "Tortricidae"
"1026" "Epiblema scutulana" "0" "distelzadelmot" "micro" "Tortricidae"
"1027" "Epiblema sticticana" "0" "variabele zadelmot" "micro" "Tortricidae"
"1028" "Epiblema turbidana" "0" "hoefbladzadelmot" "micro" "Tortricidae"
"1029" "Epicallima formosella" "0" "appelmolmboorder" "micro" "Oecophoridae"
"1030" "Epichnopterix plumella" "0" "graszakdrager" "micro" "Psychidae"
"1031" "Epichoristodes acerbella" "0" "afrikaanse anjerbladroller" "micro" "Tortricidae"
"1032" "Epinotia abbreviana" "0" "oranje oogbladroller" "micro" "Tortricidae"
"1033" "Epinotia bilunana" "0" "witte oogbladroller" "micro" "Tortricidae"
"1034" "Epinotia brunnichana" "0" "witvlekoogbladroller" "micro" "Tortricidae"
"1035" "Epinotia caprana" "0" "gageloogbladroller" "micro" "Tortricidae"
"1036" "Epinotia cinereana" "0" "amerikaanse oogbladroller" "micro" "Tortricidae"
"1037" "Epinotia cruciana" "0" "fraaie oogbladroller" "micro" "Tortricidae"
"1038" "Epinotia demarniana" "0" "berkenoogbladroller" "micro" "Tortricidae"
"1039" "Epinotia fraternana" "0" "gezoneerde oogbladroller" "micro" "Tortricidae"
"1040" "Epinotia granitana" "0" "tweestreepoogbladroller" "micro" "Tortricidae"
"1041" "Epinotia immundana" "0" "elzenoogbladroller" "micro" "Tortricidae"
"1042" "Epinotia maculana" "0" "populierenoogbladroller" "micro" "Tortricidae"
"1043" "Epinotia nanana" "0" "kleine oogbladroller" "micro" "Tortricidae"
"1044" "Epinotia nigricana" "0" "zwarte oogbladroller" "micro" "Tortricidae"
"1045" "Epinotia nisella" "0" "variabele oogbladroller" "micro" "Tortricidae"
"1046" "Epinotia pusillana" "0" "" "micro" "Tortricidae"
"1047" "Epinotia pygmaeana" "0" "witvleugeloogbladroller" "micro" "Tortricidae"
"1048" "Epinotia ramella" "0" "gemarmerde oogbladroller" "micro" "Tortricidae"
"1049" "Epinotia rubiginosana" "0" "dennenoogbladroller" "micro" "Tortricidae"
"1050" "Epinotia signatana" "0" "bruine oogbladroller" "micro" "Tortricidae"
"1051" "Epinotia solandriana" "0" "zadeloogbladroller" "micro" "Tortricidae"
"1052" "Epinotia sordidana" "0" "grauwe oogbladroller" "micro" "Tortricidae"
"1053" "Epinotia subocellana" "0" "wilgenoogbladroller" "micro" "Tortricidae"
"1054" "Epinotia subsequana" "0" "pyramide-oogbladroller" "micro" "Tortricidae"
"1055" "Epinotia tedella" "0" "sparrenoogbladroller" "micro" "Tortricidae"
"1056" "Epinotia tenerana" "0" "v-oogbladroller" "micro" "Tortricidae"
"1057" "Epinotia tetraquetrana" "0" "vierkantoogbladroller" "micro" "Tortricidae"
"1058" "Epinotia thapsiana" "0" "gehoekte oogbladroller" "micro" "Tortricidae"
"1059" "Epinotia trigonella" "0" "tweevlekoogbladroller" "micro" "Tortricidae"
"1060" "Epione repandaria" "889" "puntige zoomspanner" "macro" "Geometridae"
"1061" "Epione vespertaria" "0" "zoomspanner" "macro" "Geometridae"
"1062" "Epiphyas postvittana" "0" "australische bladroller" "micro" "Tortricidae"
"1063" "Epirrhoe alternata" "923" "gewone bandspanner" "macro" "Geometridae"
"1064" "Epirrhoe galiata" "8" "walstrobandspanner" "macro" "Geometridae"
"1065" "Epirrhoe molluginata" "1" NA NA NA
"1066" "Epirrhoe molluginata	" "0" "grauwe bandspanner" "macro" "Geometridae"
"1067" "Epirrhoe rivata" "75" "bosbandspanner" "macro" "Geometridae"
"1068" "Epirrhoe tristata" "218" "bonte bandspanner" "macro" "Geometridae"
"1069" "Epirrita autumnata" "74" "novemberspanner" "macro" "Geometridae"
"1070" "Epirrita christyi" "23" "bleke novemberspanner" "macro" "Geometridae"
"1071" "Epirrita dilutata" "861" "herfstspanner" "macro" "Geometridae"
"1072" "Epischnia prodromella" "0" "monniksvleugeltje" "micro" "Pyralidae"
"1073" "Erannis defoliaria" "859" "grote wintervlinder" "macro" "Geometridae"
"1074" "Eratophyes amasiella" "0" "oosterse schone" "micro" "Oecophoridae"
"1075" "Eremobia ochroleuca" "6" "gevlamde grasuil" "macro" "Noctuidae"
"1076" "Eriocrania cicatricella" "0" "roze purpermot" "micro" "Eriocraniidae"
"1077" "Eriocrania salopiella" "0" "geelkoppurpermot" "micro" "Eriocraniidae"
"1078" "Eriocrania sangii" "0" "grijsrupspurpermot" "micro" "Eriocraniidae"
"1079" "Eriocrania semipurpurella" "0" "variabele purpermot" "micro" "Eriocraniidae"
"1080" "Eriocrania sparrmannella" "0" "late purpermot" "micro" "Eriocraniidae"
"1081" "Eriogaster catax" "0" "bosrandspinner" "macro" "Lasiocampidae"
"1082" "Eriogaster lanestris" "0" "wolspinner" "macro" "Lasiocampidae"
"1083" "Eriopsela quadrana" "0" "stuifmeelbladroller" "micro" "Tortricidae"
"1084" "Esperia sulphurella" "0" "esperiamot" "micro" "Oecophoridae"
"1085" "Etainia decentella" "0" "esdoornvruchtmineermot" "micro" "Nepticulidae"
"1086" "Etainia louisella" "0" "akenvruchtmineermot" "micro" "Nepticulidae"
"1087" "Etainia sericopeza" "0" "noorse-esdoornvruchtmineermot" "micro" "Nepticulidae"
"1088" "Ethmia bipunctella" "0" "grote zwartwitmot" "micro" "Elachistidae"
"1089" "Ethmia dodecea" "0" "tienvlekzwartwitmot" "micro" "Elachistidae"
"1090" "Ethmia quadrillella" "0" "kleine zwartwitmot" "micro" "Elachistidae"
"1091" "Ethmia terminella" "0" "vierpuntzwartwitmot" "micro" "Elachistidae"
"1092" "Etiella zinckenella" "0" "peultjesmot" "micro" "Pyralidae"
"1093" "Eublemma ostrina" "1" "bleek purperuiltje" "macro" "Erebidae"
"1094" "Eublemma parva" "9" "klein purperuiltje" "macro" "Erebidae"
"1095" "Eublemma purpurina" "327" "prachtpurperuiltje" "macro" "Erebidae"
"1096" "Eucarta virgo" "9" "maagdenuil" "macro" "Noctuidae"
"1097" "Euchoeca nebulata" "599" "leverkleurige spanner" "macro" "Geometridae"
"1098" "Euchromius ocellea" "0" "tandjesmot" "micro" "Crambidae"
"1099" "Euclidia glyphica" "860" "bruine daguil" "macro" "Erebidae"
"1100" "Euclidia mi" "877" "mi-vlinder" "macro" "Erebidae"
"1101" "Eucosma aemulana" "0" "guldenroedeknoopvlekje" "micro" "Tortricidae"
"1102" "Eucosma balatonana" "0" "bitterkruidknoopvlekje" "micro" "Tortricidae"
"1103" "Eucosma campoliliana" "0" "zwartwit knoopvlekje" "micro" "Tortricidae"
"1104" "Eucosma cana" "0" "distelknoopvlekje" "micro" "Tortricidae"
"1105" "Eucosma conterminana" "0" "sladistelknoopvlekje" "micro" "Tortricidae"
"1106" "Eucosma hohenwartiana" "0" "scherp distelknoopvlekje" "micro" "Tortricidae"
"1107" "Eucosma lacteana" "0" "melkwit knoopvlekje" "micro" "Tortricidae"
"1108" "Eucosma metzneriana" "0" "zalmkleurig knoopvlekje" "micro" "Tortricidae"
"1109" "Eucosma obumbratana" "0" "tweekleurig knoopvlekje" "micro" "Tortricidae"
"1110" "Eucosma pupillana" "0" "prachtknoopvlekje" "micro" "Tortricidae"
"1111" "Eucosma rubescana" "0" "waddenknoopvlekje" "micro" "Tortricidae"
"1112" "Eucosma tripoliana" "0" "zeeasterknoopvlekje" "micro" "Tortricidae"
"1113" "Eucosma wimmerana" "0" "averuitknoopvlekje" "micro" "Tortricidae"
"1114" "Eucosmomorpha albersana" "0" "roetvlekbladroller" "micro" "Tortricidae"
"1115" "Eudemis porphyrana" "0" "schaduwfruitbladroller" "micro" "Tortricidae"
"1116" "Eudemis profundana" "0" "bonte fruitbladroller" "micro" "Tortricidae"
"1117" "Eudonia angustea" "0" "smalle granietmot" "micro" "Crambidae"
"1118" "Eudonia delunella" "0" "zwartvlekgranietmot" "micro" "Crambidae"
"1119" "Eudonia lacustrata" "0" "lichte granietmot" "micro" "Crambidae"
"1120" "Eudonia lineola" "0" "duingranietmot" "micro" "Crambidae"
"1121" "Eudonia mercurella" "0" "variabele granietmot" "micro" "Crambidae"
"1122" "Eudonia pallida" "0" "moerasgranietmot" "micro" "Crambidae"
"1123" "Eudonia truncicolella" "0" "nazomergranietmot" "micro" "Crambidae"
"1124" "Eugnorisma glareosa" "265" "grijze herfstuil" "macro" "Noctuidae"
"1125" "Eugraphe sigma" "0" "sigma-uil" "macro" "Noctuidae"
"1126" "Eulamprotes atrella" "0" "geeltandboegsprietmot" "micro" "Gelechiidae"
"1127" "Eulamprotes immaculatella" "0" "grijstandboegsprietmot" "micro" "Gelechiidae"
"1128" "Eulamprotes superbella" "0" "smalle zilverbandboegsprietmot" "micro" "Gelechiidae"
"1129" "Eulamprotes unicolorella" "0" "purpertandboegsprietmot" "micro" "Gelechiidae"
"1130" "Eulamprotes wilkella" "0" "zilverbandpalpmot" "micro" "Gelechiidae"
"1131" "Eulia ministrana" "0" "papegaaibladroller" "micro" "Tortricidae"
"1132" "Eulithis mellinata" "310" "bessentakvlinder" "macro" "Geometridae"
"1133" "Eulithis populata" "78" "gewone agaatspanner" "macro" "Geometridae"
"1134" "Eulithis prunata" "915" "wortelhoutspanner" "macro" "Geometridae"
"1135" "Eulithis testata" "336" "oranje agaatspanner" "macro" "Geometridae"
"1136" "Euphyia biangulata" "1" "dubbelhoekbandspanner" "macro" "Geometridae"
"1137" "Euphyia frustata" "0" "bruine bergspanner" "macro" "Geometridae"
"1138" "Euphyia unangulata" "188" "scherphoekbandspanner" "macro" "Geometridae"
"1139" "Eupithecia abbreviata" "917" "voorjaarsdwergspanner" "macro" "Geometridae"
"1140" "Eupithecia abietaria" "35" "spardwergspanner" "macro" "Geometridae"
"1141" "Eupithecia absinthiata" "661" "egale dwergspanner" "macro" "Geometridae"
"1142" "Eupithecia analoga" "0" "gallendwergspanner" "macro" "Geometridae"
"1143" "Eupithecia assimilata" "340" "hopdwergspanner" "macro" "Geometridae"
"1144" "Eupithecia centaureata" "935" "zwartvlekdwergspanner" "macro" "Geometridae"
"1145" "Eupithecia denotata" "0" "klokjesdwergspanner" "macro" "Geometridae"
"1146" "Eupithecia dodoneata" "474" "eikendwergspanner" "macro" "Geometridae"
"1147" "Eupithecia egenaria" "41" "lindedwergspanner" "macro" "Geometridae"
"1148" "Eupithecia exiguata" "128" "loofboomdwergspanner" "macro" "Geometridae"
"1149" "Eupithecia expallidata" "0" "kruiskruiddwergspanner" "macro" "Geometridae"
"1150" "Eupithecia haworthiata" "340" "bosrankdwergspanner" "macro" "Geometridae"
"1151" "Eupithecia icterata" "171" "oranje dwergspanner" "macro" "Geometridae"
"1152" "Eupithecia impurata" "0" "grasklokjesdwergspanner" "macro" "Geometridae"
"1153" "Eupithecia indigata" "237" "dennendwergspanner" "macro" "Geometridae"
"1154" "Eupithecia innotata" "356" "bijvoetdwergspanner" "macro" "Geometridae"
"1155" "Eupithecia insigniata" "22" "fruitboomdwergspanner" "macro" "Geometridae"
"1156" "Eupithecia intricata" "968" "streepjesdwergspanner" "macro" "Geometridae"
"1157" "Eupithecia inturbata" "992" "esdoorndwergspanner" "macro" "Geometridae"
"1158" "Eupithecia irriguata" "0" "gemarmerde dwergspanner" "macro" "Geometridae"
"1159" "Eupithecia lanceata" "19" "vroege dwergspanner" "macro" "Geometridae"
"1160" "Eupithecia laquaearia" "0" "ogentroostdwergspanner" "macro" "Geometridae"
"1161" "Eupithecia lariciata" "87" "lariksdwergspanner" "macro" "Geometridae"
"1162" "Eupithecia linariata" "367" "vlasbekdwergspanner" "macro" "Geometridae"
"1163" "Eupithecia millefoliata" "0" "duizendbladdwergspanner" "macro" "Geometridae"
"1164" "Eupithecia nanata" "978" "smalvleugeldwergspanner" "macro" "Geometridae"
"1165" "Eupithecia phoeniceata" "50" "cipresdwergspanner" "macro" "Geometridae"
"1166" "Eupithecia pimpinellata" "1" "beverneldwergspanner" "macro" "Geometridae"
"1167" "Eupithecia plumbeolata" "64" "hengeldwergspanner" "macro" "Geometridae"
"1168" "Eupithecia pulchellata" "296" "vingerhoedskruiddwergspanner" "macro" "Geometridae"
"1169" "Eupithecia pusillata" "45" "jeneverbesdwergspanner" "macro" "Geometridae"
"1170" "Eupithecia pygmaeata" "24" "hoornbloemdwergspanner" "macro" "Geometridae"
"1171" "Eupithecia satyrata" "70" "heidedwergspanner" "macro" "Geometridae"
"1172" "Eupithecia selinata" "18" "eppedwergspanner" "macro" "Geometridae"
"1173" "Eupithecia simpliciata" "59" "meldedwergspanner" "macro" "Geometridae"
"1174" "Eupithecia sinuosaria" "0" "ganzenvoetdwergspanner" "macro" "Geometridae"
"1175" "Eupithecia subfuscata" "497" "grijze dwergspanner" "macro" "Geometridae"
"1176" "Eupithecia subumbrata" "146" "dwarsbanddwergspanner" "macro" "Geometridae"
"1177" "Eupithecia succenturiata" "314" "witvlakdwergspanner" "macro" "Geometridae"
"1178" "Eupithecia tantillaria" "991" "fijnspardwergspanner" "macro" "Geometridae"
"1179" "Eupithecia tenuiata" "687" "wilgendwergspanner" "macro" "Geometridae"
"1180" "Eupithecia tripunctaria" "667" "schermbloemdwergspanner" "macro" "Geometridae"
"1181" "Eupithecia trisignaria" "33" "drievlekdwergspanner" "macro" "Geometridae"
"1182" "Eupithecia valerianata" "170" "valeriaandwergspanner" "macro" "Geometridae"
"1183" "Eupithecia venosata" "20" "silenedwergspanner" "macro" "Geometridae"
"1184" "Eupithecia virgaureata" "715" "guldenroededwergspanner" "macro" "Geometridae"
"1185" "Eupithecia vulgata" "971" "gewone dwergspanner" "macro" "Geometridae"
"1186" "Euplagia quadripunctaria" "833" "spaanse vlag" "macro" "Erebidae"
"1187" "Euplexia lucipara" "768" "levervlek" "macro" "Noctuidae"
"1188" "Eupoecilia ambiguella" "0" "blauw smalsnuitje" "micro" "Tortricidae"
"1189" "Eupoecilia angustana" "0" "gewoon smalsnuitje" "micro" "Tortricidae"
"1190" "Eupoecilia sanguisorbana" "0" "pimpernelsmalsnuitje" "micro" "Tortricidae"
"1191" "Euproctis chrysorrhoea" "767" "bastaardsatijnvlinder" "macro" "Erebidae"
"1192" "Euproctis similis" "934" "donsvlinder" "macro" "Erebidae"
"1193" "Eupsilia transversa" "970" "wachtervlinder" "macro" "Noctuidae"
"1194" "Eurois occulta" "23" "grote bosbesuil" "macro" "Noctuidae"
"1195" "Eurrhypis pollinalis" "0" "sneeuwvlekje" "micro" "Crambidae"
"1196" "Eusphecia melanocephala" "0" "zwartkophoornaarvlinder" "macro" "Sesiidae"
"1197" "Euspilapteryx auroguttella" "0" "hertshooisteltmot" "micro" "Gracillariidae"
"1198" "Euthrix potatoria" "874" "rietvink" "macro" "Lasiocampidae"
"1199" "Euxoa aquilina" "0" "gekamde graanworteluil" "macro" "Noctuidae"
"1200" "Euxoa cursoria" "274" "variabele worteluil" "macro" "Noctuidae"
